timestamp,temperature,rate_of_change,variance,fault_label
2025-03-10 00:00:00,44.932752801813265,0.0,0.0,normal
2025-03-10 00:00:02,57.50303436925121,12.570281567437945,39.50299467116754,normal
2025-03-10 00:00:04,70.08919715759707,12.58616278834586,105.47446278278433,normal
2025-03-10 00:00:06,45.56257905120723,-24.52661810638984,105.8622696930237,normal
2025-03-10 00:00:08,85.34699084259138,39.78441179138415,236.71970213258388,normal
2025-03-10 00:00:10,72.06393390472734,-13.283056937864046,183.52429422690417,normal
2025-03-10 00:00:12,70.96977749445333,-1.0941564102740102,166.16073110945337,normal
2025-03-10 00:00:14,78.59653721582953,7.626759721376203,182.10565571890302,normal
2025-03-10 00:00:16,77.04844923177065,-1.5480879840588813,26.552401998638153,normal
2025-03-10 00:00:18,61.720182939150796,-15.328266292619851,35.141881293789496,normal
2025-03-10 00:00:20,61.720182939150796,0.0,52.32633806551583,stuck_at
2025-03-10 00:00:22,61.720182939150796,0.0,62.4679128013881,stuck_at
2025-03-10 00:00:24,61.720182939150796,0.0,37.59291960599456,stuck_at
2025-03-10 00:00:26,61.720182939150796,0.0,5.048709793414476e-29,stuck_at
2025-03-10 00:00:28,61.720182939150796,0.0,5.048709793414476e-29,stuck_at
2025-03-10 00:00:30,61.720182939150796,0.0,5.048709793414476e-29,stuck_at
2025-03-10 00:00:32,61.720182939150796,0.0,5.048709793414476e-29,stuck_at
2025-03-10 00:00:34,61.720182939150796,0.0,5.048709793414476e-29,stuck_at
2025-03-10 00:00:36,62.720182939150796,1.0,0.16,drift
2025-03-10 00:00:38,63.720182939150796,1.0,0.64,drift
2025-03-10 00:00:40,64.72018293915079,0.9999999999999929,1.3599999999999948,drift
2025-03-10 00:00:42,65.72018293915079,1.0,1.9999999999999916,drift
2025-03-10 00:00:44,66.72018293915079,1.0,1.9999999999999916,drift
2025-03-10 00:00:46,67.72018293915079,1.0,1.9999999999999942,drift
2025-03-10 00:00:48,68.72018293915079,1.0,2.0,drift
